Group,StudInLesson,Day,Les,Aud,Week,Subg,Name,CafI,Subject,Subj_type,Date,Subj_CafID,PrepID,Themas,Substitution_Name,Substitution_PrepID,Substitution_Subject,Substitution_Subj_type,Substitution_Subj_CafID,Lesson_ID,Lesson_Num
ЧФУфд-02-18,0,5,4,4-29,26,0,Казакова Н.А.,15,Избранный вид спорта с методикой тренировки и руководства соревновательной деятельностью спортсменов,л.,2022-02-18,15,0,По теме занятия,,,,,,,
ЧФУфд-01-18,0,5,4,4-29,26,0,Казакова Н.А.,15,Избранный вид спорта с методикой тренировки и руководства соревновательной деятельностью спортсменов,л.,2022-02-18,15,0,По теме занятия,,,,,,,
ЧНПфд-01-19,0,5,5,4-29,26,0,Соболева Н.Л.,15,Основы исполнительского мастерства (художественное стекло бисер),л.,2022-02-18,15,0,По теме занятия,,,,,,,
ЧФУфд-02-18,0,5,6,4-29,26,0,Ливенцова Т.Д.,15,Теоретические и прикладные аспекты методической работы педагога по физической культуре и спорту,л.,2022-02-18,15,0,По теме занятия,,,,,,,
ЧФУфд-01-18,0,5,6,4-29,26,0,Ливенцова Т.Д.,15,Теоретические и прикладные аспекты методической работы педагога по физической культуре и спорту,л.,2022-02-18,15,0,По теме занятия,,,,,,,
ЧФУфд-02-18,0,6,4,4-29,26,0,Казакова Н.А.,15,Избранный вид спорта с методикой тренировки и руководства соревновательной деятельностью спортсменов,л.,2022-02-19,15,0,По теме занятия,,,,,,,
ЧФУфд-01-18,0,6,4,4-29,26,0,Казакова Н.А.,15,Избранный вид спорта с методикой тренировки и руководства соревновательной деятельностью спортсменов,л.,2022-02-19,15,0,По теме занятия,,,,,,,
ЧНПфд-01-19,0,6,5,4-29,26,0,Соболева Н.Л.,15,Основы исполнительского мастерства (художественное стекло бисер),л.,2022-02-19,15,0,По теме занятия,,,,,,,
ЧДЗфд-01-20,0,1,1,4-31,26,0,Силаев А.И.,15,Безопасность жизнедеятельности,л.,2022-02-14,15,194,По теме занятия,,,,,,,
ЧДЗфд-01-19,0,1,3,4-31,26,0,Белоусова И.А.,15,Рисунок с основами перспективы,л.,2022-02-14,15,0,По теме занятия,,,,,,,
ЧДЗфд-01-20,0,1,5,4-31,26,0,Белоусова И.А.,15,Рисунок с основами перспективы,л.,2022-02-14,15,0,По теме занятия,,,,,,,
ЧДЗфд-01-21,0,1,6,4-31,26,0,Горохова А.А.,15,Иностранный язык,л.,2022-02-14,15,0,По теме занятия,,,,,,,
ЧДЗфд-01-20,0,2,1,4-31,26,0,Вершинина Н.П.,15,Шрифты и основы шрифтовой композиции,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧНПфд-01-20,0,2,2,4-31,26,0,Пересунько-Гончарова Т.В.,15,Технология исполнения изделий декоративно-прикладного и народного искусства (художественная роспись по дереву),л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧДЗфд-01-19,0,2,3,4-31,26,0,Белоусова И.А.,15,Рисунок с основами перспективы,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧНПфд-01-21,0,2,4,4-31,26,0,Белоусова И.А.,15,Декоративно-прикладное искусство и народные промыслы,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧДЗфд-01-20,0,2,5,4-31,26,0,Белоусова И.А.,15,Рисунок с основами перспективы,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧДЗфд-01-21,0,2,6,4-31,26,0,Силаев А.И.,15,Основы безопасности жизнедеятельности,л.,2022-02-15,15,194,По теме занятия,,,,,,,
ЧДЗфд-01-19,0,3,1,4-31,26,0,Вершинина Н.П.,15,Дизайн в сфере применения,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧДЗфд-01-19,0,3,2,4-31,26,0,Вершинина Н.П.,15,Дизайн в сфере применения,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧДЗфд-01-20,0,3,3,4-31,26,0,Соболева Н.Л.,15,Композиция,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧНПфд-01-21,0,3,4,4-31,26,0,Белоусова И.А.,15,Дополнительная работа под руководством преподавателя,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧНПфд-01-21,0,3,5,4-31,26,0,Белоусова И.А.,15,Рисунок,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧДЗфд-01-21,0,3,6,4-31,26,0,Силаев А.И.,15,Основы безопасности жизнедеятельности,л.,2022-02-16,15,194,По теме занятия,,,,,,,
ЧДЗфд-01-19,0,4,1,4-31,26,0,Вершинина Н.П.,15,Материаловедение,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧДЗфд-01-18,0,4,2,4-31,26,0,Вершинина Н.П.,15,Дизайн и рекламные технологии,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧДЗфд-01-20,0,4,3,4-31,26,0,Соболева Н.Л.,15,Композиция,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧДЗфд-01-18,0,4,4,4-31,26,0,Вершинина Н.П.,15,Дизайн и рекламные технологии,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧНПфд-01-21,0,4,5,4-31,26,0,Белоусова И.А.,15,Рисунок,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧДЗфд-01-19,0,4,6,4-31,26,0,Вершинина Н.П.,15,Графический дизайн,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧДЗфд-01-18,0,5,1,4-31,26,0,Вершинина Н.П.,15,Дизайн и рекламные технологии,л.,2022-02-18,15,0,По теме занятия,,,,,,,
ЧДЗфд-01-18,0,5,2,4-31,26,0,Вершинина Н.П.,15,Дизайн и рекламные технологии,л.,2022-02-18,15,0,По теме занятия,,,,,,,
ЧДЗфд-01-18,0,5,4,4-31,26,0,Вершинина Н.П.,15,Дизайн и рекламные технологии,л.,2022-02-18,15,0,По теме занятия,,,,,,,
ЧДЗфд-01-19,0,5,6,4-31,26,0,Вершинина Н.П.,15,Графический дизайн,л.,2022-02-18,15,0,По теме занятия,,,,,,,
ЧДЗфд-01-21,0,1,1,4-32,26,0,Пересунько-Гончарова Т.В.,15,Введение в специальность,л.,2022-02-14,15,0,По теме занятия,,,,,,,
ЧДЗфд-01-20,0,1,2,4-32,26,0,Пересунько-Гончарова Т.В.,15,Живопись с основами цветоведения,л.,2022-02-14,15,0,По теме занятия,,,,,,,
ЧНПфд-01-20,0,1,3,4-32,26,0,Пересунько-Гончарова Т.В.,15,Живопись,л.,2022-02-14,15,0,По теме занятия,,,,,,,
ЧНПфд-01-20,0,1,5,4-32,26,0,Пересунько-Гончарова Т.В.,15,Колористика,л.,2022-02-14,15,0,По теме занятия,,,,,,,
ЧДЗфд-01-21,0,2,1,4-32,26,0,Пересунько-Гончарова Т.В.,15,Введение в специальность,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧДЗфд-01-20,0,2,2,4-32,26,0,Пересунько-Гончарова Т.В.,15,Живопись с основами цветоведения,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧНПфд-01-20,0,2,3,4-32,26,0,Пересунько-Гончарова Т.В.,15,Технология исполнения изделий декоративно-прикладного и народного искусства (художественная роспись по дереву),л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧНПфд-01-19,0,2,4,4-32,26,0,Соболева Н.Л.,15,Основы исполнительского мастерства (художественное стекло бисер),л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧНПфд-01-20,0,2,5,4-32,26,0,Пересунько-Гончарова Т.В.,15,Колористика,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧНПфд-01-21,0,3,1,4-32,26,0,Пересунько-Гончарова Т.В.,15,Живопись,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧНПфд-01-21,0,3,2,4-32,26,0,Пересунько-Гончарова Т.В.,15,Живопись,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧНПфд-01-20,0,3,3,4-32,26,0,Пересунько-Гончарова Т.В.,15,Технология исполнения изделий декоративно-прикладного и народного искусства (художественная роспись по дереву),л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧНПфд-01-19,0,3,4,4-32,26,0,Соболева Н.Л.,15,Основы исполнительского мастерства (художественное стекло бисер),л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧДЗфд-01-21,0,3,5,4-32,26,0,Пересунько-Гончарова Т.В.,15,Введение в специальность,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧНПфд-01-19,0,3,6,4-32,26,0,Соболева Н.Л.,15,Основы исполнительского мастерства (художественное стекло бисер),л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧНПфд-01-21,0,4,1,4-32,26,0,Пересунько-Гончарова Т.В.,15,Живопись,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧДЗфд-01-20,0,4,2,4-32,26,0,Вершинина Н.П.,15,Материаловедение,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧДЗфд-01-21,0,4,5,4-32,26,0,Пересунько-Гончарова Т.В.,15,Введение в специальность,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧНПфд-01-19,0,4,6,4-32,26,0,Соболева Н.Л.,15,Основы исполнительского мастерства (художественное стекло бисер),л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧДЗфд-01-19,0,5,5,4-32,26,0,Вершинина Н.П.,15,Дизайн-проектирование (композиция макетирование современные концепции в искусстве),л.,2022-02-18,15,0,По теме занятия,,,,,,,
ЧДЗфд-01-19,0,6,5,4-32,26,0,Вершинина Н.П.,15,Дизайн-проектирование (композиция макетирование современные концепции в искусстве),л.,2022-02-19,15,0,По теме занятия,,,,,,,
ЧДЗфд-01-19,0,1,2,4-33,26,0,Караманян М.И.,15,Основы конструкторско-технологического обеспечения дизайна,л.,2022-02-14,15,0,По теме занятия,,,,,,,
ЧЭБфд-02-20,0,1,4,4-33,26,0,Антонова Е.И.,15,Экономика организации,л.,2022-02-14,15,0,По теме занятия,,,,,,,
ЧЭБфд-01-20,0,1,4,4-33,26,0,Антонова Е.И.,15,Экономика организации,л.,2022-02-14,15,0,По теме занятия,,,,,,,
ЧПВфд-02-21,0,1,6,4-33,26,0,Истягина И.В.,15,Русский язык,л.,2022-02-14,15,0,По теме занятия,,,,,,,
ЧПВфд-01-21,0,1,6,4-33,26,0,Истягина И.В.,15,Русский язык,л.,2022-02-14,15,0,По теме занятия,,,,,,,
ЧДЗфд-01-19,0,2,2,4-33,26,0,Караманян М.И.,15,Основы конструкторско-технологического обеспечения дизайна,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧФУфд-02-20,0,2,3,4-33,26,0,Игошев М.В.,15,Учебная практика,л.,2022-02-15,15,117,По теме занятия,,,,,,,
ЧФУфд-01-20,0,2,3,4-33,26,0,Игошев М.В.,15,Учебная практика,л.,2022-02-15,15,117,По теме занятия,,,,,,,
ЧЭБфд-02-20,0,2,4,4-33,26,0,Антонова Е.И.,15,Экономика организации,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧЭБфд-01-20,0,2,4,4-33,26,0,Антонова Е.И.,15,Экономика организации,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧФУфд-02-21,0,2,5,4-33,26,0,Исаева В.В.,15,Литература,л.,2022-02-15,15,172,По теме занятия,,,,,,,
ЧФУфд-01-21,0,2,5,4-33,26,0,Исаева В.В.,15,Литература,л.,2022-02-15,15,172,По теме занятия,,,,,,,
ЧПВфд-02-21,0,2,6,4-33,26,0,Истягина И.В.,15,Литература,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧПВфд-01-21,0,2,6,4-33,26,0,Истягина И.В.,15,Литература,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧФУфд-02-21,0,3,1,4-33,26,0,Казакова Н.А.,15,Введение в специальность,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧФУфд-01-21,0,3,1,4-33,26,0,Казакова Н.А.,15,Введение в специальность,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧСЛфд-01-21,0,3,2,4-33,26,0,Караманян М.И.,15,Введение в специальность включая информатику,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧФУфд-02-20,0,3,3,4-33,26,0,Игошев М.В.,15,Учебная практика,л.,2022-02-16,15,117,По теме занятия,,,,,,,
ЧФУфд-01-20,0,3,3,4-33,26,0,Игошев М.В.,15,Учебная практика,л.,2022-02-16,15,117,По теме занятия,,,,,,,
ЧФУфд-02-21,0,3,4,4-33,26,0,Казакова Н.А.,15,Введение в специальность,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧФУфд-01-21,0,3,4,4-33,26,0,Казакова Н.А.,15,Введение в специальность,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧИПфд-02-21,0,3,5,4-33,26,0,Каспарян К.И.,15,История,л.,2022-02-16,15,179,По теме занятия,,,,,,,
ЧРРрд-01-21,0,3,6,4-33,26,0,Истягина И.В.,15,Русский язык,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧФУфд-02-21,0,4,1,4-33,26,0,Казакова Н.А.,15,Введение в специальность,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧФУфд-01-21,0,4,1,4-33,26,0,Казакова Н.А.,15,Введение в специальность,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧСЛфд-01-19,0,4,2,4-33,26,0,Караманян М.И.,15,Основы проектирования объектов садово-паркового строительства,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧФУфд-02-21,0,4,4,4-33,26,0,Казакова Н.А.,15,Введение в специальность,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧФУфд-01-21,0,4,4,4-33,26,0,Казакова Н.А.,15,Введение в специальность,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧИПфд-01-21,0,4,5,4-33,26,0,Каспарян К.И.,15,История,л.,2022-02-17,15,179,По теме занятия,,,,,,,
ЧПВфд-01-20,0,4,6,4-33,26,0,Истягина И.В.,15,Русский язык и культура речи,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧФУфд-02-19,0,5,1,4-33,26,0,Сущенко С.С.,15,Избранный вид спорта с методикой тренировки и руководства соревновательной деятельностью спортсменов,л.,2022-02-18,15,0,По теме занятия,,,,,,,
ЧФУфд-01-19,0,5,1,4-33,26,0,Сущенко С.С.,15,Избранный вид спорта с методикой тренировки и руководства соревновательной деятельностью спортсменов,л.,2022-02-18,15,0,По теме занятия,,,,,,,
ЧФУфд-02-19,0,5,4,4-33,26,0,Сущенко С.С.,15,Избранный вид спорта с методикой тренировки и руководства соревновательной деятельностью спортсменов,л.,2022-02-18,15,0,По теме занятия,,,,,,,
ЧФУфд-01-19,0,5,4,4-33,26,0,Сущенко С.С.,15,Избранный вид спорта с методикой тренировки и руководства соревновательной деятельностью спортсменов,л.,2022-02-18,15,0,По теме занятия,,,,,,,
ЧФУфд-02-19,0,5,6,4-33,26,0,Догадов Д.И.,15,Спортивная физиология,л.,2022-02-18,15,134,По теме занятия,,,,,,,
ЧФУфд-01-19,0,5,6,4-33,26,0,Догадов Д.И.,15,Спортивная физиология,л.,2022-02-18,15,134,По теме занятия,,,,,,,
ЧФУфд-02-19,0,6,1,4-33,26,0,Сущенко С.С.,15,Избранный вид спорта с методикой тренировки и руководства соревновательной деятельностью спортсменов,л.,2022-02-19,15,0,По теме занятия,,,,,,,
ЧФУфд-01-19,0,6,1,4-33,26,0,Сущенко С.С.,15,Избранный вид спорта с методикой тренировки и руководства соревновательной деятельностью спортсменов,л.,2022-02-19,15,0,По теме занятия,,,,,,,
ЧФУфд-02-19,0,6,4,4-33,26,0,Сущенко С.С.,15,Избранный вид спорта с методикой тренировки и руководства соревновательной деятельностью спортсменов,л.,2022-02-19,15,0,По теме занятия,,,,,,,
ЧФУфд-01-19,0,6,4,4-33,26,0,Сущенко С.С.,15,Избранный вид спорта с методикой тренировки и руководства соревновательной деятельностью спортсменов,л.,2022-02-19,15,0,По теме занятия,,,,,,,
ЧФУфд-02-19,0,6,6,4-33,26,0,Догадов Д.И.,15,Спортивная физиология,л.,2022-02-19,15,134,По теме занятия,,,,,,,
ЧФУфд-01-19,0,6,6,4-33,26,0,Догадов Д.И.,15,Спортивная физиология,л.,2022-02-19,15,134,По теме занятия,,,,,,,
ЧПВфд-01-20,0,1,1,1-стадион,26,0,Мелентьева А.Д.,15,Физическая культура,л.,2022-02-14,15,0,По теме занятия,,,,,,,
ЧНПфд-01-20,0,1,2,1-стадион,26,0,Корниенко Н.Я.,15,Физическая культура,л.,2022-02-14,15,0,По теме занятия,,,,,,,
ЧФУфд-02-21,0,1,3,1-стадион,26,0,Игошев М.В.,15,Физическая культура,л.,2022-02-14,15,117,По теме занятия,,,,,,,
ЧФУфд-01-21,0,1,3,1-стадион,26,0,Игошев М.В.,15,Физическая культура,л.,2022-02-14,15,117,По теме занятия,,,,,,,
ЧПВфд-02-21,0,1,4,1-стадион,26,0,Корниенко Н.Я.,15,Физическая культура,л.,2022-02-14,15,0,По теме занятия,,,,,,,
ЧПВфд-01-21,0,1,4,1-стадион,26,0,Корниенко Н.Я.,15,Физическая культура,л.,2022-02-14,15,0,По теме занятия,,,,,,,
ЧСЛфд-01-21,0,1,5,1-стадион,26,0,Мелентьева А.Д.,15,Физическая культура,л.,2022-02-14,15,0,По теме занятия,,,,,,,
ЧПВфд-02-21,0,2,1,1-стадион,26,0,Корниенко Н.Я.,15,Физическая культура,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧПВфд-01-21,0,2,1,1-стадион,26,0,Корниенко Н.Я.,15,Физическая культура,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧНПфд-01-21,0,2,2,1-стадион,26,0,Корниенко Н.Я.,15,Физическая культура,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧДЗфд-01-21,0,2,2,1-стадион,26,0,Корниенко Н.Я.,15,Физическая культура,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧЭБфд-02-21,0,2,3,1-стадион,26,0,Талантова Е.А.,15,Физическая культура,л.,2022-02-15,15,198,По теме занятия,,,,,,,
ЧЭБфд-01-21,0,2,3,1-стадион,26,0,Талантова Е.А.,15,Физическая культура,л.,2022-02-15,15,198,По теме занятия,,,,,,,
ЧДЗфд-01-20,0,2,4,1-стадион,26,0,Корниенко Н.Я.,15,Физическая культура,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧСАфд-01-19,0,2,5,1-стадион,26,0,Мелентьева А.Д.,15,Физическая культура,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧРРрд-01-21,0,3,1,1-стадион,26,0,Корниенко Н.Я.,15,Физическая культура,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧДЗфд-01-18,0,3,2,1-стадион,26,0,Корниенко Н.Я.,15,Физическая культура,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧСЛфд-01-20,0,3,3,1-стадион,26,0,Мелентьева А.Д.,15,Физическая культура,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧСЛфд-01-18,0,3,5,1-стадион,26,0,Мелентьева А.Д.,15,Физическая культура,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧФУфд-02-18,0,3,6,1-стадион,26,0,Игошев М.В.,15,Физическая культура,л.,2022-02-16,15,117,По теме занятия,,,,,,,
ЧФУфд-01-18,0,3,6,1-стадион,26,0,Игошев М.В.,15,Физическая культура,л.,2022-02-16,15,117,По теме занятия,,,,,,,
ЧНПфд-01-19,0,4,1,1-стадион,26,0,Корниенко Н.Я.,15,Физическая культура,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧДЗфд-01-19,0,4,2,1-стадион,26,0,Корниенко Н.Я.,15,Физическая культура,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧСЛфд-01-21,0,4,3,1-стадион,26,0,Мелентьева А.Д.,15,Физическая культура,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧФУфд-02-21,0,4,5,1-стадион,26,0,Игошев М.В.,15,Физическая культура,л.,2022-02-17,15,117,По теме занятия,,,,,,,
ЧФУфд-01-21,0,4,5,1-стадион,26,0,Игошев М.В.,15,Физическая культура,л.,2022-02-17,15,117,По теме занятия,,,,,,,
ЧППфд-01-18,0,1,1,1-ЭИОС,26,0,Каспарян К.И.,15,Основы философии,л.,2022-02-14,15,179,По теме занятия,,,,,,,
ЧППфд-01-20,0,1,2,1-ЭИОС,26,0,Брагина Н.М.,15,Иностранный язык в профессиональной деятельности,л.,2022-02-14,15,0,По теме занятия,,,,,,,
ЧПВфд-01-20,0,1,3,1-ЭИОС,26,0,Истягина И.В.,15,Русский язык и культура речи,л.,2022-02-14,15,0,По теме занятия,,,,,,,
ЧПКфд-01-18,0,1,4,1-ЭИОС,26,0,Ищенко И.А.,15,Интернет-программирование,л.,2022-02-14,15,0,По теме занятия,,,,,,,
ЧПВфд-02-21,0,1,5,1-ЭИОС,26,0,Чехова Т.М.,15,Математика,л.,2022-02-14,15,0,По теме занятия,,,,,,,
ЧПВфд-01-21,0,1,5,1-ЭИОС,26,0,Чехова Т.М.,15,Математика,л.,2022-02-14,15,0,По теме занятия,,,,,,,
ЧРРрд-01-20,0,1,6,1-ЭИОС,26,0,Габуния А.Я.,15,Учебная практика,л.,2022-02-14,15,0,По теме занятия,,,,,,,
ЧППфд-01-18,0,2,1,1-ЭИОС,26,0,Каспарян К.И.,15,Основы философии,л.,2022-02-15,15,179,По теме занятия,,,,,,,
ЧППфд-01-20,0,2,2,1-ЭИОС,26,0,Нагорняя М.В.,15,Технология приготовления простой и основной кулинарной продукции,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧПВфд-01-20,0,2,3,1-ЭИОС,26,0,Чехова Т.М.,15,Прикладная математика,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧСЛфд-01-21,0,2,4,1-ЭИОС,26,0,Панова Н.А.,15,Астрономия,л.,2022-02-15,15,189,По теме занятия,,,,,,,
ЧПВфд-02-21,0,2,5,1-ЭИОС,26,0,Чехова Т.М.,15,Математика,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧПВфд-01-21,0,2,5,1-ЭИОС,26,0,Чехова Т.М.,15,Математика,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧРРрд-01-20,0,2,6,1-ЭИОС,26,0,Габуния А.Я.,15,Учебная практика,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧППфд-01-19,0,3,1,1-ЭИОС,26,0,Андросова П.К.,15,Технология приготовления сложной горячей кулинарной продукции,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧППфд-01-20,0,3,2,1-ЭИОС,26,0,Нагорняя М.В.,15,Технология приготовления простой и основной кулинарной продукции,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧНПфд-01-19,0,3,3,1-ЭИОС,26,0,Соболева Н.Л.,15,Основы исполнительского мастерства (художественное стекло бисер),л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧСЛфд-01-21,0,3,4,1-ЭИОС,26,0,Караманян М.И.,15,Введение в специальность включая информатику,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧПВфд-02-21,0,3,5,1-ЭИОС,26,0,Горнушкина О.Н.,15,Биология,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧПВфд-01-21,0,3,5,1-ЭИОС,26,0,Горнушкина О.Н.,15,Биология,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧПКфд-01-18,0,3,6,1-ЭИОС,26,0,Ищенко И.А.,15,Интернет-программирование,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧППфд-01-19,0,4,1,1-ЭИОС,26,0,Андросова П.К.,15,Технология приготовления сложной горячей кулинарной продукции,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧПВфд-01-20,0,4,2,1-ЭИОС,26,0,Чехова Т.М.,15,Химия,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧППфд-01-20,0,4,2,1-ЭИОС,26,0,Чехова Т.М.,15,Химия,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧПВфд-01-19,0,4,3,1-ЭИОС,26,0,Лежнева О.Д.,15,Технология приготовления хлебобулочных изделий и хлеба,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧСЛфд-01-21,0,4,4,1-ЭИОС,26,0,Горнушкина О.Н.,15,Биология,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧРРрд-01-21,0,4,5,1-ЭИОС,26,0,Истягина И.В.,15,Литература,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧСАфд-01-18,0,4,6,1-ЭИОС,26,0,Карпов А.И.,15,Безопасность функционирования информационных систем,л.,2022-02-17,15,178,По теме занятия,,,,,,,
ЧППфд-01-19,0,5,1,1-ЭИОС,26,0,Огаркова Л.А.,15,Экологические основы природопользования,л.,2022-02-18,15,188,По теме занятия,,,,,,,
ЧФУфд-02-20,0,5,2,1-ЭИОС,26,0,Игошев М.В.,15,Учебная практика,л.,2022-02-18,15,117,По теме занятия,,,,,,,
ЧФУфд-01-20,0,5,2,1-ЭИОС,26,0,Игошев М.В.,15,Учебная практика,л.,2022-02-18,15,117,По теме занятия,,,,,,,
ЧПВфд-01-19,0,5,3,1-ЭИОС,26,0,Лежнева О.Д.,15,Организация и контроль текущей деятельности подчиненного персонала,л.,2022-02-18,15,0,По теме занятия,,,,,,,
ЧСЛфд-01-21,0,5,4,1-ЭИОС,26,0,Горнушкина О.Н.,15,Биология,л.,2022-02-18,15,0,По теме занятия,,,,,,,
ЧРРрд-01-21,0,5,5,1-ЭИОС,26,0,Чехова Т.М.,15,Химия с элементами физики,л.,2022-02-18,15,0,По теме занятия,,,,,,,
ЧСАфд-01-18,0,5,6,1-ЭИОС,26,0,Карпов А.И.,15,Безопасность функционирования информационных систем,л.,2022-02-18,15,178,По теме занятия,,,,,,,
ЧППфд-01-19,0,6,1,1-ЭИОС,26,0,Огаркова Л.А.,15,Экологические основы природопользования,л.,2022-02-19,15,188,По теме занятия,,,,,,,
ЧПВфд-01-19,0,6,3,1-ЭИОС,26,0,Лежнева О.Д.,15,Организация и контроль текущей деятельности подчиненного персонала,л.,2022-02-19,15,0,По теме занятия,,,,,,,
ЧСЛфд-01-20,0,6,4,1-ЭИОС,26,0,Панова Н.А.,15,Маркетинг ландшафтных услуг,л.,2022-02-19,15,189,По теме занятия,,,,,,,
ЧРРрд-01-21,0,6,5,1-ЭИОС,26,0,Чехова Т.М.,15,Химия с элементами физики,л.,2022-02-19,15,0,По теме занятия,,,,,,,
ЧСЛфд-01-20,0,6,6,1-ЭИОС,26,0,Караманян М.И.,15,Охрана труда,л.,2022-02-19,15,0,По теме занятия,,,,,,,
