Group,StudInLesson,Day,Les,Aud,Week,Subg,Name,CafI,Subject,Subj_type,Date,Subj_CafID,PrepID,Themas,Substitution_Name,Substitution_PrepID,Substitution_Subject,Substitution_Subj_type,Substitution_Subj_CafID,Lesson_ID,Lesson_Num
ЧЭБфд-01-19,0,5,5,1-11,26,0,Аникина Г.Ю.,15,Технология составления бухгалтерской отчётности,л.,2022-02-18,15,0,По теме занятия,,,,,,,
ЧИПфд-01-19,0,5,6,1-11,26,0,Нубарян В.А.,15,Правовое обеспечение профессиональной деятельности,л.,2022-02-18,15,0,По теме занятия,,,,,,,
ЧРРрд-01-19,0,6,2,1-11,26,0,Цымбалова Ю.С.,15,Иностранный язык,л.,2022-02-19,15,0,По теме занятия,,,,,,,
ЧПКфд-01-19,0,6,3,1-11,26,0,Огаркова Л.А.,15,Основы экономики,л.,2022-02-19,15,188,По теме занятия,,,,,,,
ЧППфд-01-19,0,6,6,1-11,26,0,Цымбалова Ю.С.,15,Иностранный язык,л.,2022-02-19,15,0,По теме занятия,,,,,,,
ЧФУфд-02-21,0,1,1,1-13,26,0,Горохова А.А.,15,Иностранный язык,л.,2022-02-14,15,0,По теме занятия,,,,,,,
ЧФУфд-01-21,0,1,1,1-13,26,0,Горохова А.А.,15,Иностранный язык,л.,2022-02-14,15,0,По теме занятия,,,,,,,
ЧЭБфд-02-20,0,1,2,1-13,26,0,Яворский В.Н.,15,Основы банковского дела,л.,2022-02-14,15,0,По теме занятия,,,,,,,
ЧЭБфд-01-20,0,1,2,1-13,26,0,Яворский В.Н.,15,Основы банковского дела,л.,2022-02-14,15,0,По теме занятия,,,,,,,
ЧСЛфд-01-19,0,1,3,1-13,26,0,Иджиян Т.Ю.,15,Иностранный язык,л.,2022-02-14,15,171,По теме занятия,,,,,,,
ЧЭБфд-02-21,0,1,4,1-13,26,0,Цымбалова Ю.С.,15,Иностранный язык,л.,2022-02-14,15,0,По теме занятия,,,,,,,
ЧЭБфд-01-21,0,1,4,1-13,26,0,Цымбалова Ю.С.,15,Иностранный язык,л.,2022-02-14,15,0,По теме занятия,,,,,,,
ЧЭБфд-01-19,0,1,6,1-13,26,0,Жук Л.И.,15,Иностранный язык в профессиональной деятельности,л.,2022-02-14,15,169,По теме занятия,,,,,,,
ЧФУфд-02-21,0,2,1,1-13,26,0,Горохова А.А.,15,Иностранный язык,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧФУфд-01-21,0,2,1,1-13,26,0,Горохова А.А.,15,Иностранный язык,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧЭБфд-02-20,0,2,2,1-13,26,0,Яворский В.Н.,15,Основы банковского дела,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧЭБфд-01-20,0,2,2,1-13,26,0,Яворский В.Н.,15,Основы банковского дела,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧФУфд-02-21,0,2,3,1-13,26,0,Иджиян Т.Ю.,15,Иностранный язык,л.,2022-02-15,15,171,По теме занятия,,,,,,,
ЧФУфд-01-21,0,2,3,1-13,26,0,Иджиян Т.Ю.,15,Иностранный язык,л.,2022-02-15,15,171,По теме занятия,,,,,,,
ЧФУфд-02-21,0,2,4,1-13,26,0,Исаева В.В.,15,Русский язык,л.,2022-02-15,15,172,По теме занятия,,,,,,,
ЧФУфд-01-21,0,2,4,1-13,26,0,Исаева В.В.,15,Русский язык,л.,2022-02-15,15,172,По теме занятия,,,,,,,
ЧСАфд-01-20,0,2,5,1-13,26,0,Жук Л.И.,15,Иностранный язык в профессиональной деятельности,л.,2022-02-15,15,169,По теме занятия,,,,,,,
ЧИПфд-01-20,0,2,5,1-13,26,0,Жук Л.И.,15,Иностранный язык в профессиональной деятельности,л.,2022-02-15,15,169,По теме занятия,,,,,,,
ЧЭБфд-01-19,0,2,6,1-13,26,0,Жук Л.И.,15,Иностранный язык в профессиональной деятельности,л.,2022-02-15,15,169,По теме занятия,,,,,,,
ЧПКфд-02-20,0,3,1,1-13,26,0,Чайкина М.Л.,15,Элементы высшей математики,л.,2022-02-16,15,200,По теме занятия,,,,,,,
ЧПКфд-01-20,0,3,1,1-13,26,0,Чайкина М.Л.,15,Элементы высшей математики,л.,2022-02-16,15,200,По теме занятия,,,,,,,
ЧЭБфд-02-20,0,3,2,1-13,26,0,Макарова К.Б.,15,Психология общения,л.,2022-02-16,15,185,По теме занятия,,,,,,,
ЧЭБфд-01-20,0,3,2,1-13,26,0,Макарова К.Б.,15,Психология общения,л.,2022-02-16,15,185,По теме занятия,,,,,,,
ЧЭБфд-01-21,0,3,3,1-13,26,0,Антонова Е.И.,15,Экономика,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧЭБфд-02-21,0,3,4,1-13,26,0,Огаркова Л.А.,15,География,л.,2022-02-16,15,188,По теме занятия,,,,,,,
ЧЭБфд-01-21,0,3,4,1-13,26,0,Огаркова Л.А.,15,География,л.,2022-02-16,15,188,По теме занятия,,,,,,,
ЧПКфд-02-20,0,3,5,1-13,26,0,Жук Л.И.,15,Иностранный язык,л.,2022-02-16,15,169,По теме занятия,,,,,,,
ЧЭБфд-01-19,0,3,6,1-13,26,0,Аникина Г.Ю.,15,Аудит,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧПКфд-02-20,0,4,1,1-13,26,0,Макарова К.Б.,15,Психология общения,л.,2022-02-17,15,185,По теме занятия,,,,,,,
ЧПКфд-01-20,0,4,1,1-13,26,0,Макарова К.Б.,15,Психология общения,л.,2022-02-17,15,185,По теме занятия,,,,,,,
ЧФУфд-02-19,0,4,2,1-13,26,0,Макарова К.Б.,15,Этика профессиональной деятельности,л.,2022-02-17,15,185,По теме занятия,,,,,,,
ЧФУфд-01-19,0,4,2,1-13,26,0,Макарова К.Б.,15,Этика профессиональной деятельности,л.,2022-02-17,15,185,По теме занятия,,,,,,,
ЧЭБфд-02-21,0,4,3,1-13,26,0,Антонова Е.И.,15,Экономика,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧПКфд-01-20,0,4,5,1-13,26,0,Жук Л.И.,15,Иностранный язык,л.,2022-02-17,15,169,По теме занятия,,,,,,,
ЧДЗфд-01-18,0,4,6,1-13,26,0,Аникина Г.Ю.,15,Методы расчёта основных технико-экономических показателей дзайна,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧИПфд-02-21,0,1,1,1-15,26,0,Догадов Д.И.,15,Естествознание,л.,2022-02-14,15,134,По теме занятия,,,,,,,
ЧСЛфд-01-21,0,1,3,1-15,26,0,Горохова А.А.,15,Иностранный язык,л.,2022-02-14,15,0,По теме занятия,,,,,,,
ЧПКфд-02-20,0,1,4,1-15,26,0,Силаев А.И.,15,Безопасность жизнедеятельности,л.,2022-02-14,15,194,По теме занятия,,,,,,,
ЧПКфд-01-20,0,1,4,1-15,26,0,Силаев А.И.,15,Безопасность жизнедеятельности,л.,2022-02-14,15,194,По теме занятия,,,,,,,
ЧПКфд-01-18,0,1,5,1-15,26,0,Огаркова Л.А.,15,Менеджмент,л.,2022-02-14,15,188,По теме занятия,,,,,,,
ЧИПфд-01-21,0,1,6,1-15,26,0,Догадов Д.И.,15,Естествознание,л.,2022-02-14,15,134,По теме занятия,,,,,,,
ЧИПфд-01-21,0,2,1,1-15,26,0,Догадов Д.И.,15,Естествознание,л.,2022-02-15,15,134,По теме занятия,,,,,,,
ЧЭБфд-01-19,0,2,2,1-15,26,0,Миносян Р.Х.,15,Основы анализа бухгалтерской отчётности,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧФУфд-02-21,0,2,3,1-15,26,0,Горохова А.А.,15,Иностранный язык,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧФУфд-01-21,0,2,3,1-15,26,0,Горохова А.А.,15,Иностранный язык,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧСАфд-02-21,0,2,4,1-15,26,0,Иджиян Т.Ю.,15,Иностранный язык,л.,2022-02-15,15,171,По теме занятия,,,,,,,
ЧСАфд-01-21,0,2,4,1-15,26,0,Иджиян Т.Ю.,15,Иностранный язык,л.,2022-02-15,15,171,По теме занятия,,,,,,,
ЧПКфд-01-18,0,2,5,1-15,26,0,Огаркова Л.А.,15,Менеджмент,л.,2022-02-15,15,188,По теме занятия,,,,,,,
ЧИПфд-02-21,0,2,6,1-15,26,0,Догадов Д.И.,15,Естествознание,л.,2022-02-15,15,134,По теме занятия,,,,,,,
ЧФУфд-02-19,0,3,1,1-15,26,0,Догадов Д.И.,15,Основы врачебного контроля,л.,2022-02-16,15,134,По теме занятия,,,,,,,
ЧФУфд-01-19,0,3,1,1-15,26,0,Догадов Д.И.,15,Основы врачебного контроля,л.,2022-02-16,15,134,По теме занятия,,,,,,,
ЧЭБфд-01-19,0,3,2,1-15,26,0,Миносян Р.Х.,15,Основы анализа бухгалтерской отчётности,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧППфд-01-20,0,3,3,1-15,26,0,Исаева В.В.,15,Русский язык и культура речи,л.,2022-02-16,15,172,По теме занятия,,,,,,,
ЧИПфд-02-21,0,3,4,1-15,26,0,Иджиян Т.Ю.,15,Иностранный язык,л.,2022-02-16,15,171,По теме занятия,,,,,,,
ЧИПфд-01-21,0,3,4,1-15,26,0,Иджиян Т.Ю.,15,Иностранный язык,л.,2022-02-16,15,171,По теме занятия,,,,,,,
ЧДЗфд-01-18,0,3,5,1-15,26,0,Огаркова Л.А.,15,Экологические основы природопользования,л.,2022-02-16,15,188,По теме занятия,,,,,,,
ЧФУфд-02-21,0,3,6,1-15,26,0,Догадов Д.И.,15,Естествознание,л.,2022-02-16,15,134,По теме занятия,,,,,,,
ЧФУфд-01-21,0,3,6,1-15,26,0,Догадов Д.И.,15,Естествознание,л.,2022-02-16,15,134,По теме занятия,,,,,,,
ЧСЛфд-01-21,0,4,1,1-15,26,0,Догадов Д.И.,15,Химия,л.,2022-02-17,15,134,По теме занятия,,,,,,,
ЧСАфд-01-19,0,4,2,1-15,26,0,Иджиян Т.Ю.,15,Иностранный язык в профессиональной деятельности,л.,2022-02-17,15,171,По теме занятия,,,,,,,
ЧИПфд-01-19,0,4,2,1-15,26,0,Иджиян Т.Ю.,15,Иностранный язык в профессиональной деятельности,л.,2022-02-17,15,171,По теме занятия,,,,,,,
ЧППфд-01-20,0,4,3,1-15,26,0,Исаева В.В.,15,Русский язык и культура речи,л.,2022-02-17,15,172,По теме занятия,,,,,,,
ЧДЗфд-01-18,0,4,5,1-15,26,0,Огаркова Л.А.,15,Экологические основы природопользования,л.,2022-02-17,15,188,По теме занятия,,,,,,,
ЧФУфд-02-21,0,4,6,1-15,26,0,Догадов Д.И.,15,Естествознание,л.,2022-02-17,15,134,По теме занятия,,,,,,,
ЧФУфд-01-21,0,4,6,1-15,26,0,Догадов Д.И.,15,Естествознание,л.,2022-02-17,15,134,По теме занятия,,,,,,,
ЧПВфд-02-21,0,1,1,1-16,26,0,Цымбалова Ю.С.,15,Иностранный язык,л.,2022-02-14,15,0,По теме занятия,,,,,,,
ЧПВфд-01-21,0,1,1,1-16,26,0,Цымбалова Ю.С.,15,Иностранный язык,л.,2022-02-14,15,0,По теме занятия,,,,,,,
ЧПВфд-01-20,0,2,1,1-16,26,0,Цымбалова Ю.С.,15,Иностранный язык в профессиональной деятельности,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧСЛфд-01-20,0,2,3,1-16,26,0,Огаркова Л.А.,15,Экологические основы природопользования,л.,2022-02-15,15,188,По теме занятия,,,,,,,
ЧППфд-01-20,0,2,4,1-16,26,0,Цымбалова Ю.С.,15,Иностранный язык в профессиональной деятельности,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧСАфд-01-19,0,2,6,1-16,26,0,Нубарян В.А.,15,Правовое обеспечение профессиональной деятельности,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧСАфд-01-20,0,3,1,1-16,26,0,Жук Л.И.,15,Иностранный язык в профессиональной деятельности,л.,2022-02-16,15,169,По теме занятия,,,,,,,
ЧПВфд-01-19,0,3,2,1-16,26,0,Цымбалова Ю.С.,15,Иностранный язык,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧДЗфд-01-19,0,3,3,1-16,26,0,Аникина Г.Ю.,15,Основы стандартизации сертификации и метрологии,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧДЗфд-01-19,0,3,4,1-16,26,0,Аникина Г.Ю.,15,Основы управления качеством,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧПВфд-01-18,0,3,6,1-16,26,0,Каспарян К.И.,15,Основы философии,л.,2022-02-16,15,179,По теме занятия,,,,,,,
ЧРРрд-01-21,0,4,2,1-16,26,0,Цымбалова Ю.С.,15,Иностранный язык,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧДЗфд-01-19,0,4,3,1-16,26,0,Аникина Г.Ю.,15,Основы управления качеством,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧСЛфд-01-18,0,4,4,1-16,26,0,Огаркова Л.А.,15,Экономика организации,л.,2022-02-17,15,188,По теме занятия,,,,,,,
ЧДЗфд-01-19,0,4,4,1-16,26,0,Огаркова Л.А.,15,Экономика организации,л.,2022-02-17,15,188,По теме занятия,,,,,,,
ЧПВфд-02-21,0,5,2,1-16,26,0,Брагина Н.М.,15,Иностранный язык,л.,2022-02-18,15,0,По теме занятия,,,,,,,
ЧПВфд-01-21,0,5,2,1-16,26,0,Брагина Н.М.,15,Иностранный язык,л.,2022-02-18,15,0,По теме занятия,,,,,,,
ЧСЛфд-01-18,0,5,4,1-16,26,0,Огаркова Л.А.,15,Экономика организации,л.,2022-02-18,15,188,По теме занятия,,,,,,,
ЧДЗфд-01-19,0,5,4,1-16,26,0,Огаркова Л.А.,15,Экономика организации,л.,2022-02-18,15,188,По теме занятия,,,,,,,
ЧЭБфд-01-19,0,1,1,1-17,26,0,Аникина Г.Ю.,15,Аудит,л.,2022-02-14,15,0,По теме занятия,,,,,,,
ЧЭБфд-02-21,0,1,2,1-17,26,0,Огаркова Л.А.,15,География,л.,2022-02-14,15,188,По теме занятия,,,,,,,
ЧЭБфд-01-21,0,1,2,1-17,26,0,Огаркова Л.А.,15,География,л.,2022-02-14,15,188,По теме занятия,,,,,,,
ЧЭБфд-02-20,0,1,3,1-17,26,0,Аникина Г.Ю.,15,Практические основы бухгалтерского учёта активов организации,л.,2022-02-14,15,0,По теме занятия,,,,,,,
ЧЭБфд-01-20,0,1,3,1-17,26,0,Аникина Г.Ю.,15,Практические основы бухгалтерского учёта активов организации,л.,2022-02-14,15,0,По теме занятия,,,,,,,
ЧСЛфд-01-20,0,1,5,1-17,26,0,Иджиян Т.Ю.,15,Иностранный язык,л.,2022-02-14,15,171,По теме занятия,,,,,,,
ЧЭБфд-01-19,0,2,1,1-17,26,0,Аникина Г.Ю.,15,Технология составления бухгалтерской отчётности,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧПКфд-01-19,0,2,2,1-17,26,0,Огаркова Л.А.,15,Основы экономики,л.,2022-02-15,15,188,По теме занятия,,,,,,,
ЧЭБфд-02-20,0,2,3,1-17,26,0,Яворский В.Н.,15,Финансы денежное обращение и кредит,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧЭБфд-01-20,0,2,3,1-17,26,0,Яворский В.Н.,15,Финансы денежное обращение и кредит,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧЭБфд-01-19,0,2,4,1-17,26,0,Миносян Р.Х.,15,Основы анализа бухгалтерской отчётности,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧСАфд-01-20,0,2,5,1-17,26,0,Иджиян Т.Ю.,15,Иностранный язык в профессиональной деятельности,л.,2022-02-15,15,171,По теме занятия,,,,,,,
ЧИПфд-01-20,0,2,5,1-17,26,0,Иджиян Т.Ю.,15,Иностранный язык в профессиональной деятельности,л.,2022-02-15,15,171,По теме занятия,,,,,,,
ЧЭБфд-02-20,0,2,6,1-17,26,0,Каспарян К.И.,15,Основы философии,л.,2022-02-15,15,179,По теме занятия,,,,,,,
ЧЭБфд-01-20,0,2,6,1-17,26,0,Каспарян К.И.,15,Основы философии,л.,2022-02-15,15,179,По теме занятия,,,,,,,
ЧДЗфд-01-18,0,3,1,1-17,26,0,Аникина Г.Ю.,15,Методы расчёта основных технико-экономических показателей дзайна,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧСАфд-01-19,0,3,2,1-17,26,0,Огаркова Л.А.,15,Основы экономики,л.,2022-02-16,15,188,По теме занятия,,,,,,,
ЧИПфд-01-19,0,3,2,1-17,26,0,Огаркова Л.А.,15,Основы экономики,л.,2022-02-16,15,188,По теме занятия,,,,,,,
ЧЭБфд-02-20,0,3,3,1-17,26,0,Яворский В.Н.,15,Финансы денежное обращение и кредит,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧЭБфд-01-20,0,3,3,1-17,26,0,Яворский В.Н.,15,Финансы денежное обращение и кредит,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧЭБфд-01-19,0,3,4,1-17,26,0,Миносян Р.Х.,15,Основы анализа бухгалтерской отчётности,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧЭБфд-02-20,0,3,5,1-17,26,0,Аникина Г.Ю.,15,Выполнение работ по профессии Кассир,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧЭБфд-01-20,0,3,5,1-17,26,0,Аникина Г.Ю.,15,Выполнение работ по профессии Кассир,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧЭБфд-02-20,0,3,6,1-17,26,0,Жук Л.И.,15,Иностранный язык в профессиональной деятельности,л.,2022-02-16,15,169,По теме занятия,,,,,,,
ЧЭБфд-01-20,0,3,6,1-17,26,0,Жук Л.И.,15,Иностранный язык в профессиональной деятельности,л.,2022-02-16,15,169,По теме занятия,,,,,,,
ЧДЗфд-01-18,0,4,1,1-17,26,0,Аникина Г.Ю.,15,Основы управления качеством,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧПВфд-02-21,0,4,2,1-17,26,0,Ливенцова Т.Д.,15,Информационное общество (обществознание),л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧПВфд-01-21,0,4,2,1-17,26,0,Ливенцова Т.Д.,15,Информационное общество (обществознание),л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧНПфд-01-21,0,4,4,1-17,26,0,Чехова Т.М.,15,Математика и информатика,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧДЗфд-01-21,0,4,4,1-17,26,0,Чехова Т.М.,15,Математика,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧЭБфд-02-20,0,4,5,1-17,26,0,Аникина Г.Ю.,15,Выполнение работ по профессии Кассир,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧЭБфд-01-20,0,4,5,1-17,26,0,Аникина Г.Ю.,15,Выполнение работ по профессии Кассир,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧЭБфд-02-20,0,4,6,1-17,26,0,Силаев А.И.,15,Безопасность жизнедеятельности,л.,2022-02-17,15,194,По теме занятия,,,,,,,
ЧЭБфд-01-20,0,4,6,1-17,26,0,Силаев А.И.,15,Безопасность жизнедеятельности,л.,2022-02-17,15,194,По теме занятия,,,,,,,
ЧСЛфд-01-18,0,1,1,1-Лаб,26,0,Панова Н.А.,15, Защита растений,л.,2022-02-14,15,189,По теме занятия,,,,,,,
ЧСЛфд-01-19,0,1,1,1-Лаб,26,0,Панова Н.А.,15,Цветовод (цветоводство в благоустройстве) ,л.,2022-02-14,15,189,По теме занятия,,,,,,,
ЧСЛфд-01-18,0,1,2,1-Лаб,26,0,Панова Н.А.,15, Защита растений,л.,2022-02-14,15,189,По теме занятия,,,,,,,
ЧСЛфд-01-19,0,1,2,1-Лаб,26,0,Панова Н.А.,15,Цветовод (цветоводство в благоустройстве) ,л.,2022-02-14,15,189,По теме занятия,,,,,,,
ЧСЛфд-01-18,0,2,1,1-Лаб,26,0,Панова Н.А.,15, Защита растений,л.,2022-02-15,15,189,По теме занятия,,,,,,,
ЧСЛфд-01-19,0,2,1,1-Лаб,26,0,Панова Н.А.,15,Цветовод (цветоводство в благоустройстве) ,л.,2022-02-15,15,189,По теме занятия,,,,,,,
ЧСЛфд-01-18,0,2,2,1-Лаб,26,0,Панова Н.А.,15, Защита растений,л.,2022-02-15,15,189,По теме занятия,,,,,,,
ЧСЛфд-01-19,0,2,2,1-Лаб,26,0,Панова Н.А.,15,Цветовод (цветоводство в благоустройстве) ,л.,2022-02-15,15,189,По теме занятия,,,,,,,
ЧСЛфд-01-19,0,3,1,1-Лаб,26,0,Панова Н.А.,15,Декоративная дендрология,л.,2022-02-16,15,189,По теме занятия,,,,,,,
ЧСЛфд-01-19,0,3,2,1-Лаб,26,0,Панова Н.А.,15,Декоративная дендрология,л.,2022-02-16,15,189,По теме занятия,,,,,,,
ЧСЛфд-01-18,0,3,4,1-Лаб,26,0,Панова Н.А.,15,Защита растений,л.,2022-02-16,15,189,По теме занятия,,,,,,,
ЧПВфд-01-19,0,1,1,3-30,26,0,Нагорняя М.В.,15,Технология приготовления хлебобулочных изделий и хлеба,л.,2022-02-14,15,0,По теме занятия,,,,,,,
ЧППфд-01-19,0,1,2,3-30,26,0,Лежнева О.Д.,15,Проектирование предприятий общественного питания,л.,2022-02-14,15,0,По теме занятия,,,,,,,
ЧППфд-01-20,0,1,3,3-30,26,0,Нагорняя М.В.,15,Технология приготовления простой и основной кулинарной продукции,л.,2022-02-14,15,0,По теме занятия,,,,,,,
ЧПВфд-01-19,0,1,5,3-30,26,0,Лежнева О.Д.,15,Организация и контроль текущей деятельности подчиненного персонала,л.,2022-02-14,15,0,По теме занятия,,,,,,,
ЧПВфд-01-18,0,1,6,3-30,26,0,Аникина Г.Ю.,15,Основы бухгалтерского учета в общественном питании,л.,2022-02-14,15,0,По теме занятия,,,,,,,
ЧПВфд-01-19,0,2,1,3-30,26,0,Нагорняя М.В.,15,Технология приготовления хлебобулочных изделий и хлеба,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧППфд-01-19,0,2,2,3-30,26,0,Лежнева О.Д.,15,Проектирование предприятий общественного питания,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧППфд-01-20,0,2,3,3-30,26,0,Нагорняя М.В.,15,Технология приготовления простой и основной кулинарной продукции,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧПВфд-01-19,0,2,5,3-30,26,0,Лежнева О.Д.,15,Организация и контроль текущей деятельности подчиненного персонала,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧПВфд-01-18,0,2,6,3-30,26,0,Аникина Г.Ю.,15,Основы бухгалтерского учета в общественном питании,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧПВфд-01-20,0,3,1,3-30,26,0,Лежнева О.Д.,15,Организация и ведение процессов приготовления оформления и подготовки к реализации полуфабрикатов для блюд кулинарных изделий сложного ассортимента,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧППфд-01-18,0,3,2,3-30,26,0,Лежнева О.Д.,15,Технология сложных хлебобулочных мучных кондитерских изделий,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧППфд-01-20,0,3,4,3-30,26,0,Родионова И.А.,15,Организация хранения и контроль запасов сырья,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧПВфд-01-19,0,3,5,3-30,26,0,Лежнева О.Д.,15,Управление структурным подразделением,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧПВфд-01-20,0,4,1,3-30,26,0,Лежнева О.Д.,15,Организация и ведение процессов приготовления оформления и подготовки к реализации полуфабрикатов для блюд кулинарных изделий сложного ассортимента,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧППфд-01-18,0,4,2,3-30,26,0,Лежнева О.Д.,15,Технология сложных хлебобулочных мучных кондитерских изделий,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧППфд-01-19,0,4,3,3-30,26,0,Родионова И.А.,15,Кавказская и кубанская кухня,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧППфд-01-20,0,4,4,3-30,26,0,Андросова П.К.,15,Оборудование предприятий общественного питания,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧПВфд-01-20,0,4,5,3-30,26,0,Родионова И.А.,15,Организация хранения и контроль запасов сырья,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧППфд-01-20,0,4,5,3-30,26,0,Родионова И.А.,15,Организация хранения и контроль запасов сырья,л.,2022-02-17,15,0,По теме занятия,,,,,,,
ЧППфд-01-18,0,5,2,3-30,26,0,Родионова И.А.,15,Организация обслуживания,л.,2022-02-18,15,0,По теме занятия,,,,,,,
ЧППфд-01-19,0,5,3,3-30,26,0,Родионова И.А.,15,Кавказская и кубанская кухня,л.,2022-02-18,15,0,По теме занятия,,,,,,,
ЧПВфд-01-19,0,5,4,3-30,26,0,Суркова Ю.А.,15,Зарубежная кухня,л.,2022-02-18,15,0,По теме занятия,,,,,,,
ЧРРрд-01-19,0,5,5,3-30,26,0,Суркова Ю.А.,15,Приготовление оформление и подготовка к реализации холодных и горячих сладких блюд десертов напитков разнообразного ассортимента,л.,2022-02-18,15,0,По теме занятия,,,,,,,
ЧППфд-01-19,0,5,6,3-30,26,0,Андросова П.К.,15,Технология приготовления сложной горячей кулинарной продукции,л.,2022-02-18,15,0,По теме занятия,,,,,,,
ЧППфд-01-18,0,6,2,3-30,26,0,Родионова И.А.,15,Организация обслуживания,л.,2022-02-19,15,0,По теме занятия,,,,,,,
ЧПВфд-01-19,0,6,4,3-30,26,0,Суркова Ю.А.,15,Зарубежная кухня,л.,2022-02-19,15,0,По теме занятия,,,,,,,
ЧРРрд-01-19,0,6,5,3-30,26,0,Суркова Ю.А.,15,Приготовление оформление и подготовка к реализации холодных и горячих сладких блюд десертов напитков разнообразного ассортимента,л.,2022-02-19,15,0,По теме занятия,,,,,,,
ЧРРрд-01-18,0,1,6,3-30а,26,0,Лежнева О.Д.,15,Приготовление оформление и подготовка к реализации хлебобулочных мучных кондитерских изделий разнообразного ассортимента,л.,2022-02-14,15,0,По теме занятия,,,,,,,
ЧРРрд-01-20,0,2,1,3-30а,26,0,Габуния А.Я.,15,Учебная практика,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧРРрд-01-20,0,2,2,3-30а,26,0,Габуния А.Я.,15,Учебная практика,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧРРрд-01-19,0,2,4,3-30а,26,0,Нагорняя М.В.,15,Эстетика и дизайн в оформлении кулинарных и кондитерских изделий,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧРРрд-01-20,0,2,5,3-30а,26,0,Габуния А.Я.,15,Учебная практика,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧРРрд-01-18,0,2,6,3-30а,26,0,Лежнева О.Д.,15,Приготовление оформление и подготовка к реализации хлебобулочных мучных кондитерских изделий разнообразного ассортимента,л.,2022-02-15,15,0,По теме занятия,,,,,,,
ЧРРрд-01-20,0,3,1,3-30а,26,0,Габуния А.Я.,15,Учебная практика,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧРРрд-01-20,0,3,2,3-30а,26,0,Габуния А.Я.,15,Учебная практика,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧРРрд-01-19,0,3,4,3-30а,26,0,Цымбалова Ю.С.,15,Иностранный язык,л.,2022-02-16,15,0,По теме занятия,,,,,,,
ЧРРрд-01-20,0,3,5,3-30а,26,0,Габуния А.Я.,15,Учебная практика,л.,2022-02-16,15,0,По теме занятия,,,,,,,
